id,title_original,english_title,hungarian_title,video_url,source_equipment_types,inferred_equipment_types,canonical_equipment_types,primary_pattern,secondary_pattern,body_region,impact_level,complexity_level,intensity_estimate,position_type,unilateral_flag,beginner_friendly,session_role_fit,contraindications,home_safe,requires_large_space,requires_partner,requires_gym_setup,advanced_risk,qa_flags,validation_errors,taxonomy_status
116,TRX high side plank - TRX oldalsó fekvőtámaszban tartás,TRX high side plank,TRX oldalsó fekvőtámaszban tartás,https://vimeo.com/649967408,trx,trx,trx,core,,core,low,basic,low,floor,no,yes,accessory|activation,wrist_shoulder_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
117,TRX high row to rotation - TRX magas evezés hátra csavarással,TRX high row to rotation,TRX magas evezés hátra csavarással,https://vimeo.com/649967390,trx,trx,trx,pull,,upper_body,low,moderate,medium,standing,no,conditional,accessory|main|warmup,,yes,no,no,no,no,equipment_inferred:trx,,validated
118,TRX high row - TRX magas evezés,TRX high row,TRX magas evezés,https://vimeo.com/649967351,trx,trx,trx,pull,,upper_body,low,basic,medium,standing,no,yes,main,,yes,no,no,no,no,equipment_inferred:trx,,validated
119,TRX high plank - TRX fekvőtámaszban tartás,TRX high plank,TRX fekvőtámaszban tartás,https://vimeo.com/649967327,trx,trx,trx,core,,core,low,basic,low,floor,no,yes,accessory|activation,wrist_shoulder_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
120,"TRX glute bridge to hamstring curl - TRX csípőemelés lábnyújtással, sarokbehúzással",TRX glute bridge to hamstring curl,"TRX csípőemelés lábnyújtással, sarokbehúzással",https://vimeo.com/649960303,trx,ring|trx,ring|trx,hinge,pull,lower_body,low,basic,medium,mixed,no,yes,accessory|activation|main,lower_back_caution,no,no,no,yes,no,equipment_inferred:ring|trx|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
121,TRX face pull- TRX homlokhoz húzás,TRX face pull- TRX homlokhoz húzás,,https://vimeo.com/649960270,trx,trx,trx,pull,,upper_body,low,basic,low,standing,no,yes,accessory|main,,yes,no,no,no,no,equipment_inferred:trx,,validated
122,TRX eccentric hamstring curl - TRX csípőemelés fékezéssel,TRX eccentric hamstring curl,TRX csípőemelés fékezéssel,https://vimeo.com/649960226,trx,ring|trx,ring|trx,pull,,upper_body,low,basic,medium,standing,no,yes,accessory|main,,no,no,no,yes,no,equipment_inferred:ring|trx|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
123,TRX cursty squat - TRX kereszt kitörés,TRX cursty squat,TRX kereszt kitörés,https://vimeo.com/649960207,trx,trx,trx,squat,,lower_body,low,basic,medium,standing,no,yes,main,knee_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
124,TRX crunch on hands - TRX térdbehúzás fekvőtámaszban,TRX crunch on hands,TRX térdbehúzás fekvőtámaszban,https://vimeo.com/649960140,trx,trx,trx,core,cardio_locomotion,core,low,basic,low,mixed,no,yes,accessory|activation,knee_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
125,TRX crunch on elbows - TRX térdbehúzás alkartámaszban,TRX crunch on elbows,TRX térdbehúzás alkartámaszban,https://vimeo.com/649960113,trx,trx,trx,core,cardio_locomotion,core,low,basic,low,mixed,no,yes,accessory|activation,knee_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
126,TRX Copenhagen plank - TRX koppenhágai alkartámasz,TRX Copenhagen plank,TRX koppenhágai alkartámasz,https://vimeo.com/649960076,trx,trx,trx,mobility,core,full_body,low,basic,low,floor,no,yes,accessory|activation|warmup,wrist_shoulder_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
127,TRX chin up hold (assisted) - TRX húzódzkodásban tartás alsó fogással lábérintéssel a talajon,TRX chin up hold (assisted),TRX húzódzkodásban tartás alsó fogással lábérintéssel a talajon,https://vimeo.com/649960040,trx,trx,trx,pull,,upper_body,low,basic,medium,standing,no,conditional,main,,yes,no,no,no,no,equipment_inferred:trx,,validated
128,TRX chest fly - TRX tárogatás mellizomra,TRX chest fly,TRX tárogatás mellizomra,https://vimeo.com/649960035,trx,trx,trx,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:trx,,validated
129,TRX chin up hold - TRX húzódzkodásban tartás alsó fogással,TRX chin up hold,TRX húzódzkodásban tartás alsó fogással,https://vimeo.com/649960007,trx,trx,trx,pull,,upper_body,low,basic,medium,standing,no,conditional,main,,yes,no,no,no,no,equipment_inferred:trx,,validated
130,TRX chin up - TRX húzódzkodás alsó fogással,TRX chin up,TRX húzódzkodás alsó fogással,https://vimeo.com/649959984,trx,trx,trx,pull,,upper_body,low,basic,medium,standing,no,conditional,main,,yes,no,no,no,no,equipment_inferred:trx,,validated
131,TRX chest press - TRX melltől tolás,TRX chest press,TRX melltől tolás,https://vimeo.com/649959954,trx,trx,trx,push,,upper_body,low,basic,medium,standing,no,yes,main,wrist_shoulder_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
132,TRX bulgarian squat - TRX bolgár guggolás,TRX bulgarian squat,TRX bolgár guggolás,https://vimeo.com/649959902,trx,trx,trx,squat,lunge,lower_body,low,basic,medium,standing,yes,yes,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
133,TRX bulgarian split squat with hop - TRX bolgár guggolás ugrással,TRX bulgarian split squat with hop,TRX bolgár guggolás ugrással,https://vimeo.com/649959858,trx,trx,trx,squat,lunge,lower_body,high,basic,high,standing,yes,no,accessory|finisher|main,knee_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
134,TRX body saw with crunch - TRX fűrészelés alkartámaszban térdbehúzással,TRX body saw with crunch,TRX fűrészelés alkartámaszban térdbehúzással,https://vimeo.com/649959833,trx,trx,trx,core,cardio_locomotion,core,low,basic,low,mixed,no,yes,accessory|activation,knee_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
135,TRX body saw - TRX fűrészelés alkartámaszban,TRX body saw,TRX fűrészelés alkartámaszban,https://vimeo.com/649959800,trx,trx,trx,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:trx,,validated
136,TRX biceps curl - TRX karhajlítás,TRX biceps curl,TRX karhajlítás,https://vimeo.com/649959775,trx,trx,trx,pull,,upper_body,low,basic,medium,standing,no,yes,accessory|main,,yes,no,no,no,no,equipment_inferred:trx,,validated
137,TRX biceps clutch - TRX mellső bicepsz hajlítás,TRX biceps clutch,TRX mellső bicepsz hajlítás,https://vimeo.com/649959748,trx,trx,trx,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:trx,,validated
138,TRX balance lunge - TRX kitörés hátra talajérintés nélkül,TRX balance lunge,TRX kitörés hátra talajérintés nélkül,https://vimeo.com/649959721,trx,trx,trx,lunge,,lower_body,low,basic,medium,standing,yes,yes,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
139,TRX archer push up - TRX íjász fekvőtámasz,TRX archer push up,TRX íjász fekvőtámasz,https://vimeo.com/649959683,trx,trx,trx,push,,upper_body,low,basic,medium,standing,no,conditional,main,wrist_shoulder_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
140,TRX alternating single leg deadlift - TRX váltott egylábas felhúzás,TRX alternating single leg deadlift,TRX váltott egylábas felhúzás,https://vimeo.com/649959642,trx,trx,trx,hinge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,lower_back_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
141,TRX alternating side lunge - TRX váltott oldalsó kitörés,TRX alternating side lunge,TRX váltott oldalsó kitörés,https://vimeo.com/649959610,trx,trx,trx,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
142,TRX alternating reverse lunge - TRX váltott kitörés hátra,TRX alternating reverse lunge,TRX váltott kitörés hátra,https://vimeo.com/649959585,trx,trx,trx,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
143,TRX alternating pistol squat - TRX váltott pisztoly guggolás,TRX alternating pistol squat,TRX váltott pisztoly guggolás,https://vimeo.com/649959550,trx,trx,trx,squat,,lower_body,low,complex,medium,standing,yes,no,accessory|main,knee_caution,yes,no,no,no,yes,equipment_inferred:trx,,validated
144,TRX alternating lateral squat - TRX oldalsó guggolás váltott lábbal,TRX alternating lateral squat,TRX oldalsó guggolás váltott lábbal,https://vimeo.com/649959522,trx,trx,trx,squat,,lower_body,low,moderate,medium,standing,no,conditional,main,knee_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
145,TRX alternating jump lunge - TRX váltott kitörésből szökkenés,TRX alternating jump lunge,TRX váltott kitörésből szökkenés,https://vimeo.com/649959497,trx,trx,trx,lunge,cardio_locomotion,lower_body,high,moderate,high,standing,yes,no,accessory|finisher|main,knee_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
146,TRX alternating cursty squat - TRX váltott kereszt kitörés,TRX alternating cursty squat,TRX váltott kereszt kitörés,https://vimeo.com/649959461,trx,trx,trx,squat,,lower_body,low,moderate,medium,standing,no,conditional,main,knee_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
147,TRX alternating balance lunge - TRX váltott kitörés hátra talaj érintés nélkül,TRX alternating balance lunge,TRX váltott kitörés hátra talaj érintés nélkül,https://vimeo.com/649959424,trx,trx,trx,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
148,TRX A fly - TRX A húzás,TRX A fly,TRX A húzás,https://vimeo.com/649959394,trx,trx,trx,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:trx,,validated
149,TRX  high supine plank - TRX hátsó fekvőtámaszban tartás,TRX  high supine plank,TRX hátsó fekvőtámaszban tartás,https://vimeo.com/649959351,trx,trx,trx,core,,core,low,basic,low,floor,no,yes,accessory|activation,wrist_shoulder_caution,yes,no,no,no,no,equipment_inferred:trx,,validated
150,Trap bar pause deadlift - Megállítós felhúzás hex rúddal,Trap bar pause deadlift,Megállítós felhúzás hex rúddal,https://vimeo.com/649959318,barbell,barbell,barbell,hinge,,lower_body,low,basic,medium,standing,no,yes,main,lower_back_caution,no,no,no,yes,no,equipment_inferred:barbell|gym_setup_required|excluded_from_home_safe_pool,,validated
151,Trap bar farmer's carry - Farmer cipelés trap barral,Trap bar farmer's carry,Farmer cipelés trap barral,https://vimeo.com/649959286,barbell,,barbell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,yes,no,gym_setup_required|excluded_from_home_safe_pool,,validated
152,Trap bar deadlift - Felhúzás hex rúddal,Trap bar deadlift,Felhúzás hex rúddal,https://vimeo.com/649959249,barbell,barbell,barbell,hinge,,lower_body,low,basic,medium,standing,no,yes,main,lower_back_caution,no,no,no,yes,no,equipment_inferred:barbell|gym_setup_required|excluded_from_home_safe_pool,,validated
153,Top of ring dip hold - Tolódzkodás gyűrűn fent megtartva,Top of ring dip hold,Tolódzkodás gyűrűn fent megtartva,https://vimeo.com/649959212,ring,ring,ring,push,,upper_body,low,complex,low,standing,no,no,accessory|main,wrist_shoulder_caution,no,no,no,yes,yes,equipment_inferred:ring|gym_setup_required|fixed_anchor_or_bar_required|excluded_from_home_safe_pool,,validated
154,Top of dip hold - Tolódzkodás fent megtartva,Top of dip hold,Tolódzkodás fent megtartva,https://vimeo.com/649959172,bodyweight,,bodyweight,push,,upper_body,low,basic,low,standing,no,yes,accessory|main,wrist_shoulder_caution,no,no,no,yes,no,gym_setup_required|fixed_anchor_or_bar_required|excluded_from_home_safe_pool,,validated
155,Tiger push up - Tigris fekvőtámasz,Tiger push up,Tigris fekvőtámasz,https://vimeo.com/649959145,bodyweight,,bodyweight,push,,upper_body,low,basic,medium,standing,no,conditional,main,wrist_shoulder_caution,yes,no,no,no,no,,,validated
156,Tiger crawl - Tigrismászás,Tiger crawl,Tigrismászás,https://vimeo.com/649959100,bodyweight,,bodyweight,cardio_locomotion,,full_body,medium,basic,medium,standing,no,conditional,finisher|main,knee_caution,no,yes,no,no,no,excluded_from_home_safe_pool,,validated
157,Three point kettlebell row - Hárompontos evezés padon kettlebellel,Three point kettlebell row,Hárompontos evezés padon kettlebellel,https://vimeo.com/649959064,kettlebell,bench_or_box|kettlebell,bench_or_box|kettlebell,pull,,upper_body,low,basic,medium,standing,no,yes,main,,yes,no,no,no,no,equipment_inferred:bench_or_box|kettlebell|canonical_equipment_differs_from_source,,validated
158,Three point dumbbell triceps kickback - Lórúgás padon kézisúlyzóval,Three point dumbbell triceps kickback,Lórúgás padon kézisúlyzóval,https://vimeo.com/649959015,dumbbell,bench_or_box|dumbbell,bench_or_box|dumbbell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:bench_or_box|dumbbell|canonical_equipment_differs_from_source,,validated
159,Three point dumbbell row - Hárompontos evezés padon kézisúlyzóval,Three point dumbbell row,Hárompontos evezés padon kézisúlyzóval,https://vimeo.com/649958988,dumbbell,bench_or_box|dumbbell,bench_or_box|dumbbell,pull,,upper_body,low,basic,medium,standing,no,yes,main,,yes,no,no,no,no,equipment_inferred:bench_or_box|dumbbell|canonical_equipment_differs_from_source,,validated
160,Tempo dip - Tolódzkodás lassú tempóval,Tempo dip,Tolódzkodás lassú tempóval,https://vimeo.com/649958938,bodyweight,,bodyweight,push,,upper_body,low,basic,low,standing,no,yes,accessory|main,wrist_shoulder_caution,no,no,no,yes,no,gym_setup_required|fixed_anchor_or_bar_required|excluded_from_home_safe_pool,,validated
161,Tall kneeling wide grip banded lat pulldown - Magas térdelésben széles fogású lehúzás gumikötéllel,Tall kneeling wide grip banded lat pulldown,Magas térdelésben széles fogású lehúzás gumikötéllel,https://vimeo.com/649958909,bodyweight,band,band|bodyweight,pull,,upper_body,low,basic,low,standing,no,yes,accessory|main,,yes,no,no,no,no,equipment_inferred:band|canonical_equipment_differs_from_source,,validated
162,Tall kneeling supinated lat pulldown with pvc+band - Magas térdelésben lehúzás alsó fogással gumikötéllel és pvc-vel,Tall kneeling supinated lat pulldown with pvc+band,Magas térdelésben lehúzás alsó fogással gumikötéllel és pvc-vel,https://vimeo.com/649958880,band,band,band,pull,,upper_body,low,basic,low,standing,no,yes,accessory|main,,yes,no,no,no,no,equipment_inferred:band,,validated
163,Tall kneeling step up - Fellépés térdelésből,Tall kneeling step up,Fellépés térdelésből,https://vimeo.com/649958847,bench_or_box,bench_or_box,bench_or_box,lunge,,lower_body,low,moderate,low,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:bench_or_box,,validated
164,Tall kneeling single arm banded lat pulldown - Magas térdelésben egykezes lehúzás gumikötéllel,Tall kneeling single arm banded lat pulldown,Magas térdelésben egykezes lehúzás gumikötéllel,https://vimeo.com/649958814,bodyweight,band,band|bodyweight,pull,,upper_body,low,moderate,low,standing,yes,conditional,accessory|main,,yes,no,no,no,no,equipment_inferred:band|canonical_equipment_differs_from_source,,validated
165,Tall kneeling prisoner step up - Fellépés térdelésből tarkóra tett kézzel,Tall kneeling prisoner step up,Fellépés térdelésből tarkóra tett kézzel,https://vimeo.com/649958777,bench_or_box,bench_or_box,bench_or_box,lunge,,lower_body,low,moderate,low,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:bench_or_box,,validated
166,Tall kneeling pallof press - Pallof nyomás magas térdelésben,Tall kneeling pallof press,Pallof nyomás magas térdelésben,https://vimeo.com/649958749,bodyweight,,bodyweight,push,,upper_body,low,basic,medium,standing,no,yes,main,wrist_shoulder_caution,yes,no,no,no,no,,,validated
167,Tall kneeling overhead step up - Fellépés térdelésből magastartással,Tall kneeling overhead step up,Fellépés térdelésből magastartással,https://vimeo.com/649958711,bench_or_box,bench_or_box,bench_or_box,lunge,,lower_body,low,moderate,low,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:bench_or_box,,validated
168,Tall kneeling medball chest throw - Medicinlabda mellkastól dobás térdelő helyzetben,Tall kneeling medball chest throw,Medicinlabda mellkastól dobás térdelő helyzetben,https://vimeo.com/649958668,medball,medball,medball,pull,,upper_body,low,basic,medium,standing,no,yes,main,,no,no,no,no,no,equipment_inferred:medball|excluded_from_home_safe_pool,,validated
169,Tall kneeling kettlebell front raise - Magas térdelésben előre emelés kettlebellel,Tall kneeling kettlebell front raise,Magas térdelésben előre emelés kettlebellel,https://vimeo.com/649958647,kettlebell,kettlebell,kettlebell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:kettlebell,,validated
170,Tall kneeling chop - Levágás magas térdelésben gumikötéllel,Tall kneeling chop,Levágás magas térdelésben gumikötéllel,https://vimeo.com/649958601,bodyweight,band,band|bodyweight,mixed_other,,full_body,high,basic,high,standing,no,no,finisher|main,knee_caution,yes,no,no,no,no,equipment_inferred:band|canonical_equipment_differs_from_source,,validated
171,Tall kneeling banded lift - Magas térdelésben emelés gumikötéllel,Tall kneeling banded lift,Magas térdelésben emelés gumikötéllel,https://vimeo.com/649958560,bodyweight,band,band|bodyweight,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:band|canonical_equipment_differs_from_source,,validated
172,Tall kneeling banded lat pulldown with pvc - Magas térdelésben lehúzás gumikötéllel és pvc-vel,Tall kneeling banded lat pulldown with pvc,Magas térdelésben lehúzás gumikötéllel és pvc-vel,https://vimeo.com/649958535,bodyweight,band,band|bodyweight,pull,,upper_body,low,basic,low,standing,no,yes,accessory|main,,yes,no,no,no,no,equipment_inferred:band|canonical_equipment_differs_from_source,,validated
